F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,Y
37,K3,50837,R9,4,Q3,P2,M1,caucasian,Male,0,0,50,USA,0
58,K3,137506,R2,9,Q2,P10,M2,caucasian,Male,0,0,40,USA,0
57,K3,548256,R16,8,Q2,P8,M2,black,Male,7688,0,40,USA,1
42,K5,175642,R1,13,Q1,P1,M1,caucasian,Female,99999,0,40,USA,1
24,K3,183594,R2,9,Q1,P1,M6,caucasian,Male,0,0,40,USA,0
26,K3,341353,R1,13,Q1,P5,M6,caucasian,Male,0,0,15,USA,0
43,K6,247981,R2,9,Q3,P7,M5,caucasian,Male,5455,0,50,USA,0
34,K3,193565,R3,7,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
38,K3,39606,R1,13,Q2,P2,M3,caucasian,Female,0,0,40,USA,0
51,K2,127149,R3,7,Q2,P9,M2,caucasian,Male,0,0,45,USA,1
31,,233371,R2,9,Q2,,M3,black,Female,0,0,45,USA,0
49,K2,182752,R10,16,Q2,P4,M3,caucasian,Female,0,0,35,USA,1
26,K3,269060,R1,13,Q1,P1,M4,caucasian,Female,0,0,40,USA,0
28,K3,179949,R2,9,Q3,P8,M5,black,Female,0,0,20,USA,0
22,K4,32950,R6,10,Q2,P6,M2,caucasian,Male,0,1902,37,USA,0
26,K3,160445,R2,9,Q3,P7,M1,caucasian,Male,0,0,40,USA,0
45,K3,223999,R5,5,Q2,P5,M2,caucasian,Male,0,1848,40,USA,1
39,K3,81487,R6,10,Q3,P2,M5,caucasian,Female,0,625,40,USA,0
23,K3,314539,R2,9,Q2,P6,M2,caucasian,Male,0,0,40,USA,0
62,,337721,R2,9,Q2,,M2,caucasian,Male,0,0,8,USA,0
42,K5,100793,R1,13,Q2,P4,M2,caucasian,Male,0,0,60,USA,1
39,K4,255407,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
43,K4,92775,R8,11,Q3,P7,M1,caucasian,Male,0,0,40,USA,0
33,K2,33308,R6,10,Q1,P9,M1,caucasian,Male,0,0,70,USA,0
68,K1,493363,R1,13,Q2,P2,M2,caucasian,Male,0,0,20,USA,0
30,,159589,R4,14,Q2,,M2,caucasian,Male,0,0,46,USA,1
32,K3,107218,R1,13,Q1,P1,M1,asian,Male,0,0,40,USA,0
25,K3,123586,R6,10,Q1,P1,M5,other,Male,0,0,40,USA,0
53,K3,158352,R12,3,Q2,P5,M6,caucasian,Female,0,0,24,Italy,0
38,K3,76317,R8,11,Q2,P2,M2,caucasian,Male,0,0,55,USA,1
62,,176753,R2,9,Q2,,M2,caucasian,Male,0,0,40,USA,0
20,K3,122346,R2,9,Q1,P10,M4,caucasian,Male,0,0,40,USA,0
26,K3,463194,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
23,K3,162228,R2,9,Q1,P8,M4,caucasian,Male,0,0,40,USA,0
43,K1,115005,R2,9,Q3,P11,M1,caucasian,Female,0,0,40,USA,0
29,K1,183285,R6,10,Q1,P12,M1,caucasian,Male,0,0,36,USA,0
34,K3,169605,R13,6,Q5,P5,M5,caucasian,Female,0,0,36,USA,0
24,K3,450695,R6,10,Q1,P6,M4,caucasian,Male,0,0,35,USA,0
44,K5,124692,R4,14,Q2,P4,M2,caucasian,Male,0,0,35,USA,1
19,K3,63918,R6,10,Q1,P1,M1,caucasian,Male,0,0,40,USA,0
47,K3,102569,R1,13,Q2,P1,M2,caucasian,Male,0,0,40,USA,1
40,K3,289309,R6,10,Q3,P5,M1,caucasian,Female,0,0,48,USA,0
45,K3,101825,R2,9,Q7,P6,M5,caucasian,Female,0,0,45,USA,0
43,K3,206833,R2,9,Q5,P3,M5,black,Female,0,0,45,USA,0
22,,77873,R5,5,Q1,,M1,caucasian,Male,0,0,30,USA,0
50,K3,145333,R10,16,Q3,P4,M6,caucasian,Male,10520,0,50,USA,1
72,,194548,R6,10,Q4,,M1,caucasian,Male,0,0,3,USA,0
29,K3,206351,R1,13,Q1,P4,M1,caucasian,Male,0,0,40,USA,0
47,K3,198200,R1,13,Q1,P2,M1,caucasian,Male,0,0,50,USA,0
24,K3,140001,R2,9,Q1,P6,M4,caucasian,Male,0,0,35,El-Salvador,0
22,,287988,R6,10,Q1,,M1,caucasian,Male,0,0,15,USA,0
21,K3,143604,R2,9,Q1,P1,M4,caucasian,Female,0,0,40,USA,0
30,K2,146161,R2,9,Q2,P2,M2,caucasian,Male,0,1887,50,USA,1
37,K3,196529,R6,10,Q7,P5,M1,caucasian,Female,2354,0,40,,0
74,K2,192413,R11,15,Q3,P4,M6,caucasian,Male,0,0,40,USA,0
70,K2,139889,R6,10,Q2,P9,M2,caucasian,Male,2653,0,70,USA,0
27,K3,104917,R8,11,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
32,K5,161478,R1,13,Q3,P1,M5,asian,Female,0,0,46,USA,0
30,K3,35644,R3,7,Q2,P3,M2,caucasian,Male,0,0,50,USA,0
29,K5,116751,R8,11,Q3,P12,M5,caucasian,Male,0,0,56,USA,0
18,K3,238867,R3,7,Q1,P3,M4,caucasian,Male,0,1602,40,USA,0
31,K3,265706,R2,9,Q2,P7,M2,caucasian,Male,7298,0,40,USA,1
39,K1,179668,R6,10,Q2,P12,M2,caucasian,Male,0,0,70,USA,0
21,K3,57951,R6,10,Q1,P5,M4,caucasian,Female,0,0,30,USA,0
31,K3,176711,R2,9,Q2,P8,M2,caucasian,Male,0,0,38,USA,0
33,K5,368675,R6,10,Q2,P12,M2,caucasian,Male,0,0,40,USA,0
39,K3,216149,R11,15,Q3,P4,M1,caucasian,Male,0,0,70,USA,1
29,K3,173851,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
34,K3,90705,R6,10,Q2,P11,M2,caucasian,Male,0,1485,40,USA,0
52,K1,216342,R1,13,Q7,P2,M5,caucasian,Female,0,0,55,USA,0
35,K3,140752,R2,9,Q1,P6,M1,caucasian,Male,0,0,25,USA,0
33,K3,116508,R13,6,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
40,,224361,R5,5,Q3,,M5,caucasian,Female,0,0,5,Cuba,0
43,K3,180303,R1,13,Q2,P2,M2,asian,Male,0,0,50,USA,1
66,,196736,R14,2,Q1,,M1,black,Male,0,0,30,USA,0
51,K5,110327,R1,13,Q2,P2,M2,caucasian,Male,0,0,40,USA,1
36,K3,185607,R2,9,Q1,P5,M5,caucasian,Female,0,0,30,USA,0
17,K5,244856,R3,7,Q1,P4,M4,caucasian,Female,0,0,40,USA,0
32,K3,198068,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
39,K3,97136,R2,9,Q1,P10,M5,black,Female,0,0,40,USA,0
19,K6,164658,R6,10,Q1,P9,M4,caucasian,Male,0,0,60,USA,0
54,K3,235693,R3,7,Q3,P1,M1,caucasian,Male,0,0,40,USA,1
45,K3,197038,R1,13,Q3,P4,M1,caucasian,Male,0,0,50,USA,1
47,K5,97419,R1,13,Q3,P4,M1,black,Female,0,0,40,USA,0
49,K2,208872,R2,9,Q2,P9,M2,caucasian,Male,0,1672,98,USA,0
32,K3,205528,R2,9,Q3,P1,M5,caucasian,Female,0,0,40,USA,0
28,K6,146042,R2,9,Q2,P7,M2,caucasian,Male,0,0,50,USA,0
39,K6,222641,R1,13,Q2,P6,M2,caucasian,Male,0,0,40,USA,0
27,K6,376936,R2,9,Q1,P6,M1,caucasian,Male,0,0,50,USA,0
42,K5,138077,R4,14,Q2,P4,M3,caucasian,Female,0,0,38,USA,1
24,K3,155913,R1,13,Q2,P4,M2,caucasian,Male,0,0,44,USA,0
45,K3,36006,R1,13,Q2,P7,M2,caucasian,Male,0,0,45,USA,1
19,K3,214678,R2,9,Q1,P5,M4,caucasian,Male,0,0,30,USA,0
46,K3,369538,R13,6,Q2,P8,M2,caucasian,Male,0,0,40,USA,1
50,K3,166565,R2,9,Q2,P8,M2,caucasian,Male,0,0,40,USA,0
32,K3,257043,R2,9,Q1,P1,M1,caucasian,Female,0,0,42,USA,0
47,K6,181130,R11,15,Q2,P4,M2,caucasian,Male,99999,0,50,USA,1
69,,254834,R1,13,Q2,,M2,caucasian,Male,10605,0,10,USA,1
43,K2,38876,R2,9,Q2,P9,M2,caucasian,Male,0,0,50,USA,0
29,K3,187073,R1,13,Q1,P7,M1,caucasian,Male,0,0,40,USA,0
43,K4,156996,R11,15,Q2,P4,M2,asian,Male,0,2415,55,,1
90,K3,313749,R1,13,Q1,P4,M4,caucasian,Female,0,0,10,USA,0
41,K3,331651,R11,15,Q2,P2,M3,caucasian,Female,0,0,50,Japan,1
24,K3,243368,R15,1,Q1,P9,M1,caucasian,Male,0,0,36,Mexico,0
24,K3,32921,R6,10,Q1,P9,M4,caucasian,Male,0,0,50,USA,0
24,K3,117167,R6,10,Q1,P5,M1,caucasian,Female,0,0,53,USA,0
35,K3,401930,R2,9,Q2,P1,M3,caucasian,Female,0,1887,42,USA,1
30,K3,114691,R1,13,Q1,P1,M6,caucasian,Male,0,0,40,USA,0
46,K3,99385,R1,13,Q5,P2,M5,caucasian,Female,0,0,40,USA,0
19,K5,210308,R6,10,Q1,P1,M4,caucasian,Female,0,1721,30,USA,0
39,K3,252327,R5,5,Q5,P7,M4,caucasian,Male,0,0,35,Mexico,0
43,K3,90582,R2,9,Q2,P8,M2,caucasian,Male,0,0,40,USA,0
35,K3,190194,R2,9,Q1,P1,M1,caucasian,Female,0,0,40,USA,0
65,K3,264188,R2,9,Q7,P6,M1,caucasian,Female,0,0,24,USA,0
34,K3,243776,R2,9,Q3,P7,M5,caucasian,Male,0,0,40,USA,0
41,K3,67065,R8,11,Q2,P6,M2,caucasian,Male,0,0,40,USA,0
24,K2,204209,R6,10,Q1,P9,M4,caucasian,Male,0,0,60,USA,0
24,K3,226668,R2,9,Q1,P5,M1,american,Male,0,0,35,USA,0
34,K6,174215,R4,14,Q1,P2,M1,caucasian,Female,4787,0,45,France,1
33,K3,315143,R2,9,Q2,P6,M2,caucasian,Male,0,0,40,Cuba,1
37,K3,118681,R2,9,Q1,P10,M1,caucasian,Male,0,0,38,Puerto-Rico,0
39,K2,208109,R2,9,Q2,P8,M2,caucasian,Male,0,0,60,USA,1
58,K3,116901,R2,9,Q3,P5,M5,caucasian,Female,0,0,25,USA,0
36,K2,405644,R2,9,Q2,P7,M2,caucasian,Male,0,0,35,Mexico,0
33,K4,293550,R6,10,Q2,P11,M3,caucasian,Female,4064,0,40,USA,0
42,K5,328581,R4,14,Q2,P4,M2,caucasian,Male,0,0,55,USA,0
31,K3,217962,R6,10,Q1,P12,M6,black,Male,0,0,40,,0
57,K3,158827,R2,9,Q5,P7,M5,caucasian,Male,0,0,40,USA,0
67,K4,65475,R2,9,Q2,P11,M2,caucasian,Male,0,0,40,USA,1
23,K3,159709,R2,9,Q3,P7,M1,caucasian,Male,0,0,40,USA,0
35,K3,140474,R6,10,Q2,P4,M2,american,Male,0,0,40,USA,0
43,K3,144778,R1,13,Q2,P4,M2,caucasian,Male,0,0,55,Italy,1
39,K2,83242,R6,10,Q2,P9,M2,caucasian,Male,0,0,60,USA,0
36,K3,143385,R2,9,Q1,P7,M1,caucasian,Male,0,0,40,USA,0
29,K5,167544,R7,12,Q3,P5,M5,caucasian,Female,0,0,13,USA,0
25,K3,122175,R2,9,Q1,P3,M4,caucasian,Male,0,0,40,USA,0
54,K3,378747,R13,6,Q5,P8,M5,black,Male,0,0,45,USA,1
24,K3,230475,R2,9,Q2,P7,M2,caucasian,Male,0,0,44,USA,0
50,K6,120781,R1,13,Q2,P6,M2,asian,Male,0,0,60,South,1
70,K3,206232,R13,6,Q2,P10,M2,caucasian,Male,0,0,50,USA,0
61,K3,298400,R1,13,Q3,P6,M1,black,Male,4787,0,48,USA,1
51,K4,163671,R1,13,Q2,P2,M2,caucasian,Male,0,1902,40,USA,0
38,K2,140583,R4,14,Q2,P9,M2,caucasian,Male,0,0,70,USA,0
51,K3,137253,R2,9,Q3,P4,M5,caucasian,Female,0,0,40,USA,1
28,K3,246974,R2,9,Q1,P5,M1,caucasian,Male,0,0,40,USA,0
66,K2,182470,R11,15,Q2,P4,M2,caucasian,Male,0,0,25,USA,1
57,K6,107617,R2,9,Q5,P9,M1,caucasian,Male,0,0,60,USA,1
44,K6,116358,R1,13,Q2,P6,M2,asian,Male,0,0,50,,1
29,K3,250819,R6,10,Q1,P1,M1,caucasian,Female,0,0,40,USA,0
21,K3,196508,R6,10,Q1,P6,M4,black,Female,0,0,40,USA,0
42,K3,367533,R13,6,Q2,P7,M4,other,Male,0,0,43,USA,1
74,K3,188709,R11,15,Q2,P4,M2,caucasian,Male,99999,0,50,USA,1
50,K3,271160,R6,10,Q3,P6,M1,caucasian,Female,0,0,40,USA,0
65,K3,173674,R2,9,Q3,P5,M6,caucasian,Female,0,0,14,USA,0
64,,257790,R2,9,Q3,,M5,caucasian,Female,0,0,38,USA,0
44,K3,322391,R3,7,Q5,P5,M5,black,Female,0,0,30,USA,0
34,K3,209691,R8,11,Q2,P4,M2,caucasian,Male,4386,0,50,USA,1
17,K3,104232,R13,6,Q1,P5,M4,caucasian,Male,0,0,10,USA,0
17,,86786,R13,6,Q1,,M4,caucasian,Female,0,0,40,USA,0
43,K3,88233,R6,10,Q2,P8,M2,caucasian,Male,0,0,60,USA,0
32,K3,240888,R7,12,Q3,P1,M5,caucasian,Female,0,0,40,USA,0
54,K3,169719,R1,13,Q2,P6,M2,caucasian,Male,3103,0,40,USA,1
20,K3,129240,R6,10,Q1,P1,M4,caucasian,Female,0,0,20,USA,0
23,K3,160968,R6,10,Q1,P4,M4,caucasian,Male,0,0,10,USA,0
34,K3,236861,R2,9,Q2,P5,M2,caucasian,Male,0,0,45,USA,0
30,K3,109282,R6,10,Q1,P6,M4,caucasian,Male,0,0,20,USA,0
32,K3,215047,R9,4,Q2,P10,M2,caucasian,Male,0,0,40,USA,0
40,K3,115932,R1,13,Q2,P4,M2,caucasian,Male,0,0,60,Ireland,1
28,K3,55360,R6,10,Q1,P7,M1,black,Male,0,0,40,USA,0
44,K3,224658,R2,9,Q2,P7,M2,caucasian,Male,0,0,45,USA,1
29,K5,376302,R8,11,Q2,P11,M3,caucasian,Female,0,0,35,Nicaragua,1
28,K3,183597,R10,16,Q1,P4,M1,caucasian,Male,594,0,50,Germany,0
37,K3,115289,R6,10,Q2,P2,M2,caucasian,Male,0,0,40,USA,0
56,K6,258883,R6,10,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
27,K3,69132,R1,13,Q1,P4,M1,caucasian,Male,0,0,40,USA,0
34,K3,207301,R2,9,Q3,P10,M5,caucasian,Female,0,0,20,USA,0
37,K3,179671,R2,9,Q3,P7,M1,caucasian,Male,0,0,40,USA,0
66,K2,140456,R1,13,Q2,P6,M2,caucasian,Male,0,0,40,USA,1
19,K3,327397,R2,9,Q1,P4,M4,caucasian,Male,0,0,30,USA,0
60,K3,200235,R8,11,Q3,P4,M5,caucasian,Female,0,0,40,USA,0
54,K2,108435,R6,10,Q2,P8,M2,caucasian,Male,2829,0,30,USA,0
47,K3,195978,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,1
47,K3,329144,R6,10,Q3,P4,M1,caucasian,Male,0,0,48,USA,1
48,K6,250674,R8,11,Q2,P7,M2,caucasian,Male,0,0,60,USA,0
57,,176897,R2,9,Q2,,M2,caucasian,Male,0,0,60,USA,0
50,K6,132716,R6,10,Q2,P2,M2,caucasian,Male,0,0,50,Germany,1
62,K3,174201,R5,5,Q7,P5,M5,black,Female,0,0,25,USA,0
45,K3,167617,R6,10,Q2,P5,M2,caucasian,Male,0,0,40,USA,0
55,K5,254949,R2,9,Q2,P3,M2,caucasian,Male,0,0,40,USA,0
62,K3,319582,R2,9,Q7,P6,M1,caucasian,Female,0,0,32,USA,0
25,K3,248990,R13,6,Q2,P10,M2,caucasian,Male,0,0,40,Guatemala,0
49,K3,144396,R3,7,Q3,P2,M1,caucasian,Female,0,0,38,USA,0
32,K1,200469,R6,10,Q1,P12,M5,black,Female,3887,0,40,USA,0
25,K4,55636,R2,9,Q1,P3,M1,american,Male,0,0,40,USA,0
39,K3,185624,R6,10,Q2,P10,M2,caucasian,Male,0,0,50,USA,0
27,K5,125442,R6,10,Q2,P2,M2,caucasian,Male,0,0,50,USA,0
43,K3,160943,R2,9,Q2,P5,M2,black,Male,0,0,40,USA,1
30,K3,243841,R2,9,Q3,P5,M6,asian,Female,0,0,40,South,0
21,K3,34616,R6,10,Q1,P6,M4,caucasian,Female,0,0,20,USA,0
33,K3,235847,R11,15,Q2,P2,M3,caucasian,Female,0,0,40,USA,1
33,K3,174789,R6,10,Q1,P1,M1,caucasian,Male,0,0,50,USA,0
33,K3,280111,R3,7,Q1,P1,M5,black,Female,0,0,38,USA,0
70,K3,236055,R9,4,Q7,P5,M1,caucasian,Female,0,0,35,USA,0
25,K3,237865,R6,10,Q1,P5,M4,black,Male,0,0,42,USA,0
17,K3,194612,R3,7,Q1,P5,M4,caucasian,Male,0,0,25,USA,0
20,K3,173851,R6,10,Q1,P9,M4,caucasian,Male,0,0,40,USA,0
19,K3,372483,R6,10,Q1,P5,M6,black,Male,0,0,35,USA,0
71,K4,422149,R6,10,Q2,P2,M2,caucasian,Male,20051,0,40,USA,1
31,K3,174201,R7,12,Q2,P2,M2,caucasian,Male,0,0,40,USA,0
26,K3,272618,R1,13,Q2,P6,M2,caucasian,Male,0,0,55,USA,0
52,K3,74660,R4,14,Q2,P2,M2,caucasian,Male,0,0,40,USA,0
26,K3,201481,R1,13,Q1,P2,M1,caucasian,Female,0,0,40,USA,0
38,K3,175232,R2,9,Q3,P10,M1,caucasian,Male,0,0,45,USA,0
25,K3,336440,R6,10,Q1,P5,M1,caucasian,Male,0,0,40,USA,0
22,K3,46645,R1,13,Q1,P4,M1,caucasian,Female,0,0,9,USA,0
48,K1,31141,R6,10,Q2,P12,M2,caucasian,Male,0,1902,40,USA,1
53,K3,281425,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,1
30,K2,31510,R7,12,Q3,P7,M1,caucasian,Male,0,0,50,USA,0
44,K3,310255,R6,10,Q2,P7,M2,caucasian,Male,0,0,60,USA,1
32,K4,82393,R1,13,Q2,P4,M2,asian,Male,0,0,56,USA,1
59,K2,190514,R3,7,Q2,P7,M2,caucasian,Male,0,0,20,USA,0
49,K3,165513,R6,10,Q3,P3,M5,black,Female,0,0,40,USA,0
65,,178931,R2,9,Q2,,M2,american,Male,3818,0,40,USA,0
31,K3,226696,R2,9,Q1,P7,M1,caucasian,Male,0,0,50,USA,1
53,K3,195813,R12,3,Q2,P7,M2,other,Male,5178,0,40,Puerto-Rico,1
44,K3,165815,R5,5,Q1,P10,M1,caucasian,Male,0,0,40,USA,0
36,K3,123983,R1,13,Q2,P4,M2,asian,Male,0,0,55,Japan,1
36,K3,235371,R2,9,Q1,P6,M1,caucasian,Female,0,0,40,USA,0
37,K3,147258,R5,5,Q2,P10,M2,caucasian,Male,0,0,50,USA,1
63,,222289,R1,13,Q2,,M2,caucasian,Male,7688,0,54,USA,1
67,K6,171564,R2,9,Q2,P4,M3,caucasian,Female,20051,0,30,England,1
29,K3,255949,R1,13,Q1,P6,M5,black,Male,0,0,40,USA,0
52,K3,186272,R2,9,Q3,P6,M1,caucasian,Male,0,0,40,USA,0
37,K3,282872,R2,9,Q2,P7,M2,caucasian,Male,0,1628,40,USA,0
21,K3,111676,R6,10,Q1,P5,M1,caucasian,Female,0,0,40,USA,0
36,K3,199501,R6,10,Q3,P2,M5,black,Female,0,0,38,USA,0
24,K3,151443,R2,9,Q1,P10,M6,black,Female,0,0,30,USA,0
31,K3,145935,R2,9,Q1,P2,M4,black,Male,0,0,40,USA,0
54,K4,230387,R2,9,Q7,P1,M5,caucasian,Female,0,0,35,USA,0
44,K3,127592,R1,13,Q2,P11,M2,caucasian,Male,0,0,40,USA,0
18,K3,210828,R6,10,Q1,P3,M4,other,Male,0,0,30,USA,0
41,K3,297186,R2,9,Q2,P8,M3,caucasian,Female,0,0,40,USA,0
37,K6,116554,R4,14,Q3,P2,M1,caucasian,Female,0,0,70,USA,0
30,K3,144593,R2,9,Q1,P5,M1,black,Male,0,0,40,,0
26,K1,147719,R1,13,Q1,P4,M1,asian,Male,0,0,20,India,0
68,K2,89011,R10,16,Q2,P4,M2,caucasian,Male,0,0,50,Canada,0
31,K3,38158,R6,10,Q2,P6,M2,caucasian,Male,0,0,40,USA,0
48,K3,178686,R2,9,Q3,P7,M1,caucasian,Male,0,0,40,USA,0
80,,172826,R2,9,Q2,,M2,caucasian,Male,0,0,8,USA,0
26,K3,155752,R6,10,Q2,P10,M2,black,Male,0,0,40,USA,0
63,K3,100099,R5,5,Q2,P8,M2,caucasian,Male,0,0,40,USA,0
19,K3,231688,R6,10,Q1,P10,M4,caucasian,Male,0,0,20,USA,0
30,,147215,R6,10,Q1,,M4,caucasian,Female,0,0,30,USA,0
42,K6,50122,R2,9,Q2,P6,M2,caucasian,Male,0,0,60,USA,0
64,K4,86837,R7,12,Q2,P5,M2,asian,Male,0,0,40,USA,1
32,K3,113364,R1,13,Q1,P8,M1,caucasian,Male,0,0,40,USA,0
50,K3,289390,R2,9,Q2,P7,M2,caucasian,Male,0,0,47,USA,0
73,K3,77884,R2,9,Q2,P9,M2,asian,Male,0,0,40,Philippines,0
32,K3,390157,R1,13,Q1,P4,M1,black,Female,0,0,40,USA,0
53,K3,89587,R6,10,Q2,P8,M2,caucasian,Male,7298,0,45,USA,1
58,K3,234328,R1,13,Q3,P6,M1,caucasian,Male,0,0,40,USA,0
37,K5,365430,R6,10,Q2,P7,M2,caucasian,Male,5178,0,40,USA,1
24,K3,410439,R6,10,Q1,P7,M4,caucasian,Male,0,0,15,USA,0
53,K3,129525,R1,13,Q2,P2,M2,caucasian,Male,0,0,50,USA,1
23,K3,166527,R6,10,Q1,P2,M4,other,Female,0,0,40,USA,0
42,,109912,R7,12,Q1,,M6,caucasian,Female,0,0,40,USA,0
30,K3,210906,R2,9,Q2,P2,M6,caucasian,Female,0,0,40,USA,0
38,K3,405284,R1,13,Q1,P5,M4,caucasian,Female,0,0,35,USA,0
28,K3,138269,R2,9,Q1,P7,M1,caucasian,Male,0,0,40,USA,0
19,K3,25429,R16,8,Q1,P5,M4,caucasian,Female,0,0,20,USA,0
45,K3,231672,R2,9,Q2,P10,M2,black,Male,0,0,40,USA,0
26,K3,258550,R1,13,Q1,P1,M4,caucasian,Male,0,0,40,USA,0
33,K3,268147,R5,5,Q1,P6,M5,caucasian,Female,0,0,40,USA,0
29,K3,54411,R2,9,Q1,P9,M1,caucasian,Male,0,0,50,,0
54,K3,37289,R4,14,Q2,P2,M3,caucasian,Female,0,0,55,USA,1
23,K3,157951,R6,10,Q1,P2,M1,caucasian,Female,0,0,50,USA,0
43,K6,225165,R2,9,Q2,P6,M2,caucasian,Male,0,0,55,USA,1
37,K3,238049,R5,5,Q1,P14,M1,caucasian,Female,0,0,30,El-Salvador,0
31,K3,197252,R9,4,Q2,P5,M2,caucasian,Male,0,0,40,Mexico,0
56,K6,216636,R16,8,Q2,P2,M2,caucasian,Male,0,1651,40,USA,0
25,K3,183575,R3,7,Q1,P7,M4,caucasian,Male,0,0,40,USA,0
17,K3,19752,R3,7,Q1,P5,M4,black,Female,0,0,25,USA,0
37,K3,103925,R2,9,Q7,P1,M5,caucasian,Female,0,0,68,USA,0
60,K3,31577,R8,11,Q2,P11,M2,caucasian,Male,0,0,40,USA,0
59,K4,61298,R1,13,Q4,P2,M1,caucasian,Female,0,0,40,USA,0
59,K4,190541,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,1
46,K2,366089,R11,15,Q2,P4,M2,caucasian,Male,15024,0,40,USA,1
28,,389857,R2,9,Q2,,M6,caucasian,Male,0,0,16,USA,0
33,,192644,R2,9,Q1,,M1,caucasian,Male,0,0,40,USA,0
24,K3,216129,R2,9,Q1,P7,M4,caucasian,Male,0,1408,50,USA,0
29,K3,51944,R2,9,Q2,P5,M3,caucasian,Female,4386,0,40,USA,1
33,K2,67482,R8,11,Q3,P5,M5,caucasian,Female,0,0,99,USA,0
29,,108775,R2,9,Q2,,M2,caucasian,Male,0,0,40,Dominican-Republic,0
23,K1,279243,R6,10,Q1,P12,M1,caucasian,Male,0,0,40,USA,0
20,K3,278391,R6,10,Q1,P1,M4,caucasian,Male,0,0,25,Nicaragua,0
60,K3,349898,R2,9,Q7,P5,M1,caucasian,Female,0,0,44,USA,0
44,K3,219441,R13,6,Q1,P6,M5,other,Female,0,0,35,Dominican-Republic,0
18,K3,173255,R2,9,Q1,P8,M4,caucasian,Male,1055,0,25,USA,0
52,K4,29623,R16,8,Q1,P5,M5,black,Female,0,0,40,USA,0
31,K3,217460,R2,9,Q3,P7,M1,caucasian,Male,0,0,45,USA,0
30,K3,163604,R1,13,Q7,P4,M5,caucasian,Female,0,0,55,USA,1
33,K3,163110,R2,9,Q2,P3,M2,caucasian,Male,3781,0,40,USA,0
20,K3,238685,R6,10,Q1,P5,M1,caucasian,Female,0,0,32,USA,0
27,,251854,R1,13,Q2,,M3,black,Female,0,0,35,,1
33,K3,213308,R8,11,Q5,P1,M4,black,Female,0,0,50,USA,0
25,K3,193773,R2,9,Q1,P5,M1,black,Female,0,0,35,USA,0
63,K3,114011,R2,9,Q5,P7,M1,caucasian,Female,0,0,20,USA,0
63,K2,52144,R6,10,Q7,P2,M1,caucasian,Male,0,0,35,USA,0
43,K3,347934,R2,9,Q5,P6,M1,caucasian,Female,0,0,30,USA,0
58,K3,293399,R3,7,Q7,P10,M1,caucasian,Female,0,0,40,USA,0
70,,118630,R8,11,Q7,,M5,caucasian,Female,0,0,35,USA,0
35,K3,127306,R8,11,Q1,P1,M4,caucasian,Female,14344,0,40,USA,1
42,K3,366180,R6,10,Q2,P2,M2,caucasian,Male,0,0,55,USA,1
20,K5,188950,R6,10,Q1,P12,M4,caucasian,Male,0,0,25,USA,0
35,K3,189382,R2,9,Q3,P7,M1,caucasian,Male,0,0,40,USA,0
62,K3,24515,R5,5,Q2,P2,M2,caucasian,Male,0,0,40,USA,0
41,K3,283116,R2,9,Q3,P7,M5,caucasian,Female,1506,0,50,USA,0
43,K2,182217,R1,13,Q2,P4,M3,caucasian,Female,0,0,35,USA,0
19,K3,552354,R16,8,Q1,P10,M4,caucasian,Male,0,0,40,USA,0
46,K3,163021,R2,9,Q1,P1,M4,caucasian,Female,0,0,40,USA,0
47,K3,61885,R1,13,Q2,P4,M2,caucasian,Male,15024,0,50,USA,1
36,K2,182898,R1,13,Q2,P2,M2,caucasian,Male,7298,0,40,USA,1
45,K3,183092,R7,12,Q1,P1,M1,black,Female,0,0,40,USA,0
48,K3,30289,R13,6,Q2,P7,M2,caucasian,Male,0,0,30,USA,0
29,K3,77572,R7,12,Q1,P1,M1,asian,Female,0,0,40,USA,0
48,K1,118330,R1,13,Q2,P2,M2,caucasian,Male,5178,0,40,USA,1
36,K3,469056,R2,9,Q3,P6,M5,black,Female,0,0,25,USA,0
58,K3,145574,R3,7,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
43,K3,302041,R2,9,Q1,P1,M1,black,Female,0,0,40,USA,0
59,K3,32552,R1,13,Q2,P7,M2,caucasian,Male,0,0,4,USA,0
42,K3,185413,R1,13,Q2,P2,M2,caucasian,Male,0,0,40,USA,0
33,K4,26543,R8,11,Q2,P11,M2,caucasian,Male,0,0,40,USA,1
23,K4,163870,R6,10,Q1,P13,M6,caucasian,Male,0,0,40,USA,0
21,K3,240063,R6,10,Q1,P3,M4,caucasian,Male,0,0,25,USA,0
48,K3,208748,R12,3,Q3,P10,M5,other,Female,0,0,40,Dominican-Republic,0
32,K5,84119,R2,9,Q2,P7,M2,caucasian,Male,0,0,40,USA,0
